,Country Name,Country Code,Series Name,Mean (2000-2019)
1268,Syrian Arab Republic,SYR,UHC service coverage index,
1269,Tajikistan,TJK,UHC service coverage index,
1270,Tanzania,TZA,UHC service coverage index,
1271,Thailand,THA,UHC service coverage index,
1272,Timor-Leste,TLS,UHC service coverage index,
1273,Togo,TGO,UHC service coverage index,
1274,Tonga,TON,UHC service coverage index,
1275,Trinidad and Tobago,TTO,UHC service coverage index,
1276,Tunisia,TUN,UHC service coverage index,
1277,Turkmenistan,TKM,UHC service coverage index,
1278,Turks and Caicos Islands,TCA,UHC service coverage index,
1279,Tuvalu,TUV,UHC service coverage index,
1280,Uganda,UGA,UHC service coverage index,
1281,Ukraine,UKR,UHC service coverage index,
1282,United Arab Emirates,ARE,UHC service coverage index,
1283,Uruguay,URY,UHC service coverage index,
1284,Uzbekistan,UZB,UHC service coverage index,
1285,Vanuatu,VUT,UHC service coverage index,
1286,"Venezuela, RB",VEN,UHC service coverage index,
1287,Vietnam,VNM,UHC service coverage index,
1288,Virgin Islands (U.S.),VIR,UHC service coverage index,
1289,West Bank and Gaza,PSE,UHC service coverage index,
1290,"Yemen, Rep.",YEM,UHC service coverage index,
1291,Zambia,ZMB,UHC service coverage index,
1292,Zimbabwe,ZWE,UHC service coverage index,
1293,Africa Eastern and Southern,AFE,UHC service coverage index,
1294,Africa Western and Central,AFW,UHC service coverage index,
1295,Arab World,ARB,UHC service coverage index,
1296,Caribbean small states,CSS,UHC service coverage index,
1297,Central Europe and the Baltics,CEB,UHC service coverage index,
1298,Early-demographic dividend,EAR,UHC service coverage index,
1299,East Asia & Pacific,EAS,UHC service coverage index,
1300,East Asia & Pacific (excluding high income),EAP,UHC service coverage index,
1301,East Asia & Pacific (IDA & IBRD countries),TEA,UHC service coverage index,
1302,Euro area,EMU,UHC service coverage index,
1303,Europe & Central Asia,ECS,UHC service coverage index,
1304,Europe & Central Asia (excluding high income),ECA,UHC service coverage index,
1305,Europe & Central Asia (IDA & IBRD countries),TEC,UHC service coverage index,
1306,European Union,EUU,UHC service coverage index,
1307,Fragile and conflict affected situations,FCS,UHC service coverage index,
1308,Heavily indebted poor countries (HIPC),HPC,UHC service coverage index,
1309,High income,HIC,UHC service coverage index,
1310,IBRD only,IBD,UHC service coverage index,
1311,IDA & IBRD total,IBT,UHC service coverage index,
1312,IDA blend,IDB,UHC service coverage index,
1313,IDA only,IDX,UHC service coverage index,
1314,IDA total,IDA,UHC service coverage index,
1315,Late-demographic dividend,LTE,UHC service coverage index,
1316,Latin America & Caribbean,LCN,UHC service coverage index,
1317,Latin America & Caribbean (excluding high income),LAC,UHC service coverage index,
1318,Latin America & the Caribbean (IDA & IBRD countries),TLA,UHC service coverage index,
1319,Least developed countries: UN classification,LDC,UHC service coverage index,
1320,Low & middle income,LMY,UHC service coverage index,
1321,Low income,LIC,UHC service coverage index,
1322,Lower middle income,LMC,UHC service coverage index,
1323,Middle East & North Africa,MEA,UHC service coverage index,
1324,Middle East & North Africa (excluding high income),MNA,UHC service coverage index,
1325,Middle East & North Africa (IDA & IBRD countries),TMN,UHC service coverage index,
1326,Middle income,MIC,UHC service coverage index,
1327,North America,NAC,UHC service coverage index,
1328,Not classified,INX,UHC service coverage index,
1329,OECD members,OED,UHC service coverage index,
1330,Other small states,OSS,UHC service coverage index,
1331,Pacific island small states,PSS,UHC service coverage index,
1332,Post-demographic dividend,PST,UHC service coverage index,
1333,Pre-demographic dividend,PRE,UHC service coverage index,
1334,Small states,SST,UHC service coverage index,
1335,South Asia,SAS,UHC service coverage index,
1336,South Asia (IDA & IBRD),TSA,UHC service coverage index,
1337,Sub-Saharan Africa,SSF,UHC service coverage index,
1338,Sub-Saharan Africa (excluding high income),SSA,UHC service coverage index,
1339,Sub-Saharan Africa (IDA & IBRD countries),TSS,UHC service coverage index,
1340,Upper middle income,UMC,UHC service coverage index,
1341,World,WLD,UHC service coverage index,
1342,,,UHC service coverage index,0.0
1343,Data from database: World Development Indicators,,UHC service coverage index,0.0
1344,Last Updated: 09/16/2022,,UHC service coverage index,0.0
1345,Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
1346,Australia,AUS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
1347,Brazil,BRA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
1348,China,CHN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
1349,France,FRA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
1350,Germany,DEU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
1351,India,IND,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
1352,Indonesia,IDN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
1353,Italy,ITA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
1354,Japan,JPN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
1355,"Korea, Rep.",KOR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
1356,Mexico,MEX,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
1357,Netherlands,NLD,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",
